price,market_hash_name,volume
0.01,Sticker | chelo | Antwerp 2022,41
0.099,Sticker | chelo | Berlin 2019,19
0.01,Sticker | chelo | Copenhagen 2024,15
0.12,Sticker | chelo | Rio 2022,43
2.44,Sticker | Cheongsam,1
1.32,Sticker | Cheongsam (Holo),13
0.791,Sticker | Chi Bomb,27
0.563,Sticker | Chicken Lover,6
1.08,Sticker | Chicken of the Sky,5
5.214,Sticker | Chicken Strike,3
0.03,Sticker | Chicken Whisperer,42
0.101,Sticker | Chief,36
0.982,Sticker | Chief (Foil),7
0.33,Sticker | Chief (Holo),26
0.219,Sticker | Chompers,9
0.069,Sticker | Choose Wisely,21
0.53,Sticker | chopper (Glitter) | Antwerp 2022,2
0.185,Sticker | chopper (Glitter) | Rio 2022,7
4.692,Sticker | chopper (Gold) | Antwerp 2022,5
1.61,Sticker | chopper (Gold) | Copenhagen 2024,7
308.447,Sticker | chopper (Gold) | Katowice 2019,1
15.484,Sticker | chopper (Gold) | Rio 2022,1
1.512,Sticker | chopper (Holo) | Antwerp 2022,8
3.785,Sticker | chopper (Holo) | Rio 2022,1
0.01,Sticker | chopper | Antwerp 2022,16
0.006,Sticker | chopper | Copenhagen 2024,387
1.37,Sticker | chopper | Katowice 2019,1
5.056,Sticker | chopper | Krakow 2017,4
1.27,Sticker | chopper | London 2018,2
0.02,Sticker | chopper | Rio 2022,305
2.179,Sticker | chrisJ (Foil) | Berlin 2019,4
13.88,Sticker | chrisJ (Foil) | Boston 2018,2
14.159,Sticker | chrisJ (Foil) | Krakow 2017,5
8.712,Sticker | chrisJ (Foil) | London 2018,3
0.209,Sticker | chrisJ | Berlin 2019,14
8.0,Sticker | chrisJ | Cluj-Napoca 2015,1
11.82,Sticker | chrisJ | Cologne 2015,1
16.19,Sticker | chrisJ | Cologne 2016,3
1.347,Sticker | chrisJ | London 2018,2
4.15,Sticker | chrisJ | MLG Columbus 2016,2
599.513,Sticker | Clan-Mystik | Katowice 2014,2
0.08,Sticker | Clicking Heads,52
140.0,Sticker | Cloud9 (Foil) | Boston 2018,1
29.685,Sticker | Cloud9 (Foil) | Cluj-Napoca 2015,1
25.962,Sticker | Cloud9 (Foil) | Katowice 2019,6
83.411,Sticker | Cloud9 (Foil) | Krakow 2017,1
58.4,Sticker | Cloud9 (Foil) | MLG Columbus 2016,4
0.8,Sticker | Cloud9 (Glitter) | Antwerp 2022,8
0.856,Sticker | Cloud9 (Glitter) | Copenhagen 2024,18
0.658,Sticker | Cloud9 (Glitter) | Rio 2022,3
5.883,Sticker | Cloud9 (Gold) | Antwerp 2022,13
8.342,Sticker | Cloud9 (Gold) | Copenhagen 2024,11
3.999,Sticker | Cloud9 (Gold) | Rio 2022,13
13.081,Sticker | Cloud9 (Holo) | Antwerp 2022,23
95.0,Sticker | Cloud9 (Holo) | Boston 2018,5
74.966,Sticker | Cloud9 (Holo) | Cologne 2014,8
7.135,Sticker | Cloud9 (Holo) | Copenhagen 2024,10
453.545,Sticker | Cloud9 (Holo) | DreamHack 2014,4
13.4,Sticker | Cloud9 (Holo) | Katowice 2019,11
42.69,Sticker | Cloud9 (Holo) | Krakow 2017,3
24.6,Sticker | Cloud9 (Holo) | London 2018,4
41.706,Sticker | Cloud9 (Holo) | MLG Columbus 2016,10
3.26,Sticker | Cloud9 (Holo) | Rio 2022,14
35.0,Sticker | Cloud9 G2A (Foil) | Cologne 2015,3
220.0,Sticker | Cloud9 G2A (Foil) | Katowice 2015,2
279.415,Sticker | Cloud9 G2A (Holo) | Katowice 2015,4
3.725,Sticker | Cloud9 G2A | Cologne 2015,7
32.257,Sticker | Cloud9 G2A | Katowice 2015,6
0.052,Sticker | Cloud9 | Antwerp 2022,36
3.279,Sticker | Cloud9 | Boston 2018,15
4.568,Sticker | Cloud9 | Cluj-Napoca 2015,5
9.384,Sticker | Cloud9 | Cologne 2014,2
0.216,Sticker | Cloud9 | Copenhagen 2024,31
41.184,Sticker | Cloud9 | DreamHack 2014,5
1.741,Sticker | Cloud9 | Katowice 2019,27
1.669,Sticker | Cloud9 | Krakow 2017,31
1.798,Sticker | Cloud9 | London 2018,7
4.651,Sticker | Cloud9 | MLG Columbus 2016,17
0.03,Sticker | Cloud9 | Rio 2022,55
0.157,Sticker | Clown Nose,12
0.282,Sticker | Clown Wig,7
0.851,Sticker | Cluck,23
1.199,Sticker | Coiled Strike (Holo),28
14.454,Sticker | COLDYY1 (Foil) | Katowice 2019,3
6.48,Sticker | COLDYY1 (Foil) | London 2018,2
0.69,Sticker | COLDYY1 | Katowice 2019,6
1.27,Sticker | COLDYY1 | London 2018,9
1.147,Sticker | coldzera (Foil) | Berlin 2019,8
8.55,Sticker | coldzera (Foil) | Boston 2018,1
20.993,Sticker | coldzera (Foil) | Cologne 2015,1
2.83,Sticker | coldzera (Foil) | Katowice 2019,7
6.07,Sticker | coldzera (Foil) | London 2018,2
0.05,Sticker | coldzera (Glitter) | Copenhagen 2024,34
22.938,Sticker | coldzera (Gold) | Berlin 2019,2
3.128,Sticker | coldzera (Gold) | Copenhagen 2024,3
0.389,Sticker | coldzera (Holo) | Copenhagen 2024,10
0.129,Sticker | coldzera | Berlin 2019,6
2.15,Sticker | coldzera | Boston 2018,4
10.689,Sticker | coldzera | Cluj-Napoca 2015,1
0.01,Sticker | coldzera | Copenhagen 2024,65
0.71,Sticker | coldzera | Katowice 2019,5
2.469,Sticker | coldzera | Krakow 2017,7
1.01,Sticker | coldzera | London 2018,3
0.14,Sticker | coldzera | Rio 2022,10
0.12,Sticker | Combine Helmet,61
0.979,Sticker | Combine Helmet (Holo),8
0.09,Sticker | Come Here Boy,101
1.526,Sticker | compLexity Gaming (Foil) | Berlin 2019,5
20.749,Sticker | compLexity Gaming (Foil) | Katowice 2019,2
31.279,Sticker | compLexity Gaming (Foil) | London 2018,1
0.26,Sticker | Complexity Gaming (Glitter) | Antwerp 2022,11
0.101,Sticker | Complexity Gaming (Glitter) | Copenhagen 2024,68
0.042,Sticker | Complexity Gaming (Glitter) | Paris 2023,40
3.128,Sticker | Complexity Gaming (Gold) | Antwerp 2022,9
4.03,Sticker | Complexity Gaming (Gold) | Copenhagen 2024,1
1.412,Sticker | Complexity Gaming (Gold) | Paris 2023,16
2.43,Sticker | Complexity Gaming (Holo) | Antwerp 2022,6
0.397,Sticker | compLexity Gaming (Holo) | Berlin 2019,21
1.49,Sticker | Complexity Gaming (Holo) | Copenhagen 2024,13
3.643,Sticker | compLexity Gaming (Holo) | Katowice 2019,9
7.299,Sticker | compLexity Gaming (Holo) | London 2018,2
0.607,Sticker | Complexity Gaming (Holo) | Paris 2023,25
0.03,Sticker | Complexity Gaming | Antwerp 2022,19
0.44,Sticker | compLexity Gaming | Berlin 2019,13
0.006,Sticker | Complexity Gaming | Copenhagen 2024,209
555.0,Sticker | compLexity Gaming | Katowice 2014,1
5.37,Sticker | compLexity Gaming | Katowice 2019,5
2.572,Sticker | compLexity Gaming | London 2018,14
0.006,Sticker | Complexity Gaming | Paris 2023,2392
0.406,Sticker | Conspiracy Club (Holo),14
3.637,Sticker | Copenhagen Flames (Foil) | Stockholm 2021,2
0.309,Sticker | Copenhagen Flames (Glitter) | Antwerp 2022,29
5.049,Sticker | Copenhagen Flames (Gold) | Antwerp 2022,14
10.099,Sticker | Copenhagen Flames (Gold) | Stockholm 2021,10
3.934,Sticker | Copenhagen Flames (Holo) | Antwerp 2022,15
6.99,Sticker | Copenhagen Flames (Holo) | Stockholm 2021,25
0.02,Sticker | Copenhagen Flames | Antwerp 2022,223
0.051,Sticker | Copenhagen Flames | Stockholm 2021,34
66.316,Sticker | Copenhagen Wolves (Holo) | Cologne 2014,1
5.214,Sticker | Copenhagen Wolves | Cologne 2014,4
70.0,Sticker | Copenhagen Wolves | DreamHack 2014,4
3.58,Sticker | Coral Skill Surf (Holo),19
24.325,Sticker | Cotton Candy Flow (Holo),7
0.987,Sticker | Countdown,16
10.31,Sticker | Countdown (Foil),2
1.44,Sticker | Countdown (Holo),3
27.31,Sticker | Counter Logic Gaming (Foil) | Cluj-Napoca 2015,3
20.0,Sticker | Counter Logic Gaming (Foil) | Cologne 2015,2
50.0,Sticker | Counter Logic Gaming (Foil) | Cologne 2016,7
199.0,Sticker | Counter Logic Gaming (Foil) | Katowice 2015,3
53.191,Sticker | Counter Logic Gaming (Foil) | MLG Columbus 2016,3
41.017,Sticker | Counter Logic Gaming (Holo) | Cologne 2016,3
41.601,Sticker | Counter Logic Gaming (Holo) | MLG Columbus 2016,2
7.84,Sticker | Counter Logic Gaming | Cluj-Napoca 2015,2
6.857,Sticker | Counter Logic Gaming | Cologne 2015,4
8.075,Sticker | Counter Logic Gaming | Cologne 2016,14
20.38,Sticker | Counter Logic Gaming | Katowice 2015,6
7.199,Sticker | Counter Logic Gaming | MLG Columbus 2016,3
0.176,Sticker | Counter-Tech,42
3.573,Sticker | CR4ZY (Foil) | Berlin 2019,11
0.779,Sticker | CR4ZY (Holo) | Berlin 2019,20
0.527,Sticker | CR4ZY | Berlin 2019,28
26.678,Sticker | Crimson Web Poison Frog (Foil),9
506.993,Sticker | Crown (Foil),16
0.017,Sticker | CRUC1AL (Glitter) | Paris 2023,41
2.35,Sticker | CRUC1AL (Gold) | Paris 2023,6
0.66,Sticker | CRUC1AL (Holo) | Paris 2023,7
0.006,Sticker | CRUC1AL | Paris 2023,150
8.745,Sticker | crush (Foil) | Katowice 2019,2
2.702,Sticker | crush | London 2018,6
0.79,Sticker | CS On The Mind,19
0.43,Sticker | CS20 Classic (Holo),30
1.017,Sticker | CT in Banana,13
0.02,Sticker | Cursed Penmanship,36
0.56,Sticker | Cyber Chicken (Holo),8
1.252,Sticker | Cyber Romanov (Holo),4
0.012,Sticker | Cypher (Glitter) | Paris 2023,17
2.38,Sticker | Cypher (Gold) | Paris 2023,9
0.215,Sticker | Cypher (Holo) | Paris 2023,25
0.006,Sticker | Cypher | Paris 2023,141
6.17,Sticker | daps (Foil) | Katowice 2019,4
2.44,Sticker | daps | Katowice 2019,3
3.899,Sticker | Dark Water Surf Ava (Foil),9
143.154,Sticker | dAT team (Holo) | Cologne 2014,2
8.133,Sticker | dAT team | Cologne 2014,3
0.135,Sticker | dav1d (Glitter) | Antwerp 2022,2
12.75,Sticker | dav1d (Holo) | Antwerp 2022,8
0.02,Sticker | dav1d | Antwerp 2022,355
0.85,Sticker | dav1deuS (Glitter) | Rio 2022,4
0.62,Sticker | dav1deuS | Rio 2022,45
0.104,Sticker | dav1g (Glitter) | Copenhagen 2024,8
6.0,Sticker | dav1g (Gold) | Copenhagen 2024,7
5.888,Sticker | dav1g (Holo) | Copenhagen 2024,2
0.01,Sticker | dav1g | Copenhagen 2024,21
8.866,Sticker | DavCost (Foil) | London 2018,9
59.553,Sticker | DavCost (Gold) | Katowice 2019,1
21.124,Sticker | DavCost | Cluj-Napoca 2015,1
20.801,Sticker | DavCost | Cologne 2015,6
1.564,Sticker | DavCost | Katowice 2019,2
0.99,Sticker | DavCost | London 2018,1
12.0,Sticker | DAVEY (Foil) | MLG Columbus 2016,1
85.064,Sticker | DD (Foil) | Boston 2018,5
34.407,Sticker | DD | Boston 2018,1
3.38,Sticker | DD | London 2018,9
1.136,Sticker | Dead Eye,14
8.929,Sticker | Dead Eye (Holo),5
1.09,Sticker | DeadFox (Foil) | Berlin 2019,4
2.266,Sticker | DeadFox (Foil) | Katowice 2019,5
5.11,Sticker | DeadFox (Foil) | London 2018,3
79.69,Sticker | DeadFox (Gold) | Katowice 2019,2
23.323,Sticker | DeadFox | Atlanta 2017,1
9.805,Sticker | DeadFox | Berlin 2019,1
0.36,Sticker | DeadFox | Katowice 2019,4
1.885,Sticker | DeadFox | London 2018,4
0.513,Sticker | Death Comes,16
0.193,Sticker | decenty (Glitter) | Copenhagen 2024,3
1.84,Sticker | decenty (Gold) | Copenhagen 2024,2
0.009,Sticker | decenty | Copenhagen 2024,52
0.309,Sticker | Defuse It (Holo),5
0.157,Sticker | degster (Glitter) | Antwerp 2022,3
0.02,Sticker | degster (Glitter) | Paris 2023,12
2.075,Sticker | degster (Gold) | Paris 2023,4
1.189,Sticker | degster (Holo) | Antwerp 2022,5
0.253,Sticker | degster (Holo) | Paris 2023,8
3.456,Sticker | degster (Holo) | Rio 2022,1
0.02,Sticker | degster | Antwerp 2022,10
0.006,Sticker | degster | Paris 2023,662
0.05,Sticker | degster | Rio 2022,35
0.991,Sticker | Delicious Tears,10
0.03,Sticker | DemQQ (Glitter) | Paris 2023,5
1.153,Sticker | DemQQ (Gold) | Paris 2023,4
1.549,Sticker | DemQQ (Holo) | Paris 2023,2
0.006,Sticker | DemQQ | Paris 2023,94
16.683,Sticker | denis (Foil) | Boston 2018,5
27.432,Sticker | denis (Foil) | MLG Columbus 2016,1
3.04,Sticker | denis | Boston 2018,6
4.04,Sticker | denis | Krakow 2017,3
27.34,Sticker | dennis (Foil) | Atlanta 2017,1
11.952,Sticker | dennis | Atlanta 2017,2
22.84,Sticker | dennis | Cluj-Napoca 2015,5
3.837,Sticker | dennis | Cologne 2015,1
0.443,Sticker | dennis | Katowice 2019,7
1.959,Sticker | dennis | Krakow 2017,4
2.45,Sticker | dennis | London 2018,1
8.85,Sticker | dennis | MLG Columbus 2016,4
0.429,Sticker | dephh (Foil) | Berlin 2019,6
2.079,Sticker | dephh (Foil) | Katowice 2019,4
9.878,Sticker | dephh (Gold) | Berlin 2019,5
0.104,Sticker | dephh | Berlin 2019,30
0.46,Sticker | dephh | Katowice 2019,4
1.38,Sticker | dephh | London 2018,6
0.19,Sticker | Dessert Eagle,5
2.54,Sticker | DeStiNy (Foil) | Berlin 2019,3
0.185,Sticker | DeStiNy | Berlin 2019,9
1.748,Sticker | device (Foil) | Berlin 2019,8
52.132,Sticker | device (Foil) | Boston 2018,1
16.63,Sticker | device (Foil) | Katowice 2019,1
27.12,Sticker | device (Foil) | Krakow 2017,1
26.0,Sticker | device (Foil) | London 2018,2
48.994,Sticker | device (Gold) | Berlin 2019,2
185.264,Sticker | device (Gold) | Katowice 2019,1
83.852,Sticker | device (Gold) | Stockholm 2021,1
1.212,Sticker | device (Holo) | Stockholm 2021,21
0.41,Sticker | device | Berlin 2019,5
5.839,Sticker | device | Boston 2018,3
4.95,Sticker | device | Cologne 2015,1
13.25,Sticker | device | Cologne 2016,2
1.05,Sticker | device | Katowice 2019,8
5.85,Sticker | device | Krakow 2017,2
5.575,Sticker | device | London 2018,1
23.323,Sticker | device | MLG Columbus 2016,1
0.05,Sticker | device | Stockholm 2021,8
30.758,Sticker | DEVIL (Foil) | MLG Columbus 2016,1
5.547,Sticker | DEVIL | MLG Columbus 2016,5
20.232,Sticker | devoduvek (Foil) | Boston 2018,1
10.527,Sticker | devoduvek | Boston 2018,2
0.32,Sticker | Devouring Flame,4
5.214,Sticker | dexter (Foil) | Berlin 2019,6
7.017,Sticker | dexter (Foil) | Katowice 2019,2
0.081,Sticker | dexter (Glitter) | Paris 2023,32
0.22,Sticker | dexter (Glitter) | Rio 2022,1
118.493,Sticker | dexter (Gold) | Berlin 2019,1
7.279,Sticker | dexter (Gold) | Paris 2023,9
2.454,Sticker | dexter (Holo) | Paris 2023,17
3.36,Sticker | dexter (Holo) | Rio 2022,4
0.693,Sticker | dexter | Berlin 2019,3
0.34,Sticker | dexter | Katowice 2019,4
0.021,Sticker | dexter | Paris 2023,73
0.043,Sticker | dexter | Rio 2022,20
0.99,Sticker | dgt (Glitter) | Antwerp 2022,1
3.73,Sticker | dgt (Holo) | Rio 2022,3
0.02,Sticker | dgt | Antwerp 2022,12
38.338,Sticker | DickStacy (Foil) | Berlin 2019,5
63.497,Sticker | DickStacy (Foil) | Katowice 2019,11
406.616,Sticker | DickStacy (Gold) | Berlin 2019,2
18.757,Sticker | DickStacy | Berlin 2019,2
18.531,Sticker | DickStacy | Katowice 2019,21
2.943,Sticker | Dima | Katowice 2019,1
25.31,Sticker | dimasick (Foil) | Boston 2018,2
0.736,Sticker | Dinked,8
1.127,Sticker | Dirty Money,5
34.693,Sticker | disco doplan | Atlanta 2017,5
0.079,Sticker | Distinguished Master Guardian,63
1.216,Sticker | Distinguished Master Guardian (Holo),6
4.0,Sticker | DJ Safecracker (Lenticular),2
0.146,Sticker | Don't Worry,16
1.345,Sticker | Don't Worry (Foil),1
0.812,Sticker | Don't Worry (Holo),6
1.147,"Sticker | Don't Worry, I'm Pro",10
1.302,Sticker | donk (Glitter) | Copenhagen 2024,8
65.51,Sticker | donk (Gold) | Copenhagen 2024,4
12.502,Sticker | donk (Holo) | Copenhagen 2024,5
0.205,Sticker | donk | Copenhagen 2024,14
0.8,Sticker | Doomed,19
0.409,Sticker | Door Stuck (Foil),5
47.28,Sticker | Doppler Poison Frog (Foil),14
0.991,Sticker | Doru The Fox,5
18.19,Sticker | Dosia (Foil) | Krakow 2017,1
380.0,Sticker | Dosia (Gold) | Krakow 2017,1
3.128,Sticker | Dosia | Boston 2018,4
34.693,Sticker | Dosia | Cologne 2016,1
2.61,Sticker | Dosia | Krakow 2017,2
1.819,Sticker | Dosia | London 2018,1
0.51,Sticker | Double Dip,4
1.345,Sticker | Double Dip (Holo),5
0.122,Sticker | Dr. Dazzles,24
0.16,Sticker | Dragon,26
2.9,Sticker | Dragon (Foil),3
10.309,Sticker | Dragon Lore (Foil),21
8.289,Sticker | Dragon Lore Surf Ava (Foil),2
0.09,Sticker | Dragon Tale,205
0.036,Sticker | Dragon's Keep,20
31.579,Sticker | draken (Foil) | London 2018,1
9.0,Sticker | DreamEaters (Foil) | Berlin 2019,1
0.407,Sticker | DreamEaters (Holo) | Berlin 2019,38
0.445,Sticker | DreamEaters | Berlin 2019,27
29.87,Sticker | DreamHack (Foil) | Cluj-Napoca 2015,7
47.48,Sticker | DreamHack Winter 2014,3
119.893,Sticker | DreamHack Winter 2014 (Foil),2
0.059,Sticker | Dreams And Mimics,53
0.105,Sticker | drop (Glitter) | Antwerp 2022,12
0.04,Sticker | drop (Glitter) | Paris 2023,63
0.102,Sticker | drop (Glitter) | Rio 2022,18
3.441,Sticker | drop (Gold) | Antwerp 2022,3
1.61,Sticker | drop (Gold) | Paris 2023,36
12.03,Sticker | drop (Gold) | Stockholm 2021,3
1.518,Sticker | drop (Holo) | Antwerp 2022,4
0.967,Sticker | drop (Holo) | Paris 2023,33
5.214,Sticker | drop (Holo) | Rio 2022,1
0.698,Sticker | drop (Holo) | Stockholm 2021,8
0.006,Sticker | drop | Antwerp 2022,50
0.006,Sticker | drop | Paris 2023,86
0.031,Sticker | drop | Rio 2022,31
0.02,Sticker | drop | Stockholm 2021,27
1.021,Sticker | Drug War Veteran,18
0.03,Sticker | dumau (Glitter) | Copenhagen 2024,7
0.08,Sticker | dumau (Glitter) | Rio 2022,35
2.561,Sticker | dumau (Gold) | Copenhagen 2024,3
10.427,Sticker | dumau (Gold) | Rio 2022,1
0.436,Sticker | dumau (Holo) | Copenhagen 2024,3
0.006,Sticker | dumau | Copenhagen 2024,414
0.1,Sticker | dumau | Rio 2022,29
0.006,Sticker | dupreeh (Champion) | Paris 2023,343
125.0,Sticker | dupreeh (Foil) | Atlanta 2017,1
1.537,Sticker | dupreeh (Foil) | Berlin 2019,4
11.567,Sticker | dupreeh (Foil) | Boston 2018,1
17.725,Sticker | dupreeh (Foil) | Cologne 2015,1
4.5,Sticker | dupreeh (Foil) | Katowice 2019,3
12.51,Sticker | dupreeh (Foil) | Krakow 2017,3
11.3,Sticker | dupreeh (Foil) | London 2018,2
11.098,Sticker | dupreeh (Foil) | MLG Columbus 2016,4
0.042,Sticker | dupreeh (Glitter) | Antwerp 2022,103
0.02,Sticker | dupreeh (Glitter) | Paris 2023,26
1.043,"Sticker | dupreeh (Glitter, Champion) | Paris 2023",5
12.42,Sticker | dupreeh (Gold) | Berlin 2019,5
13.304,Sticker | dupreeh (Gold) | Paris 2023,1
1.523,"Sticker | dupreeh (Gold, Champion) | Paris 2023",5
0.972,Sticker | dupreeh (Holo) | Antwerp 2022,10
0.269,Sticker | dupreeh (Holo) | Paris 2023,7
0.21,"Sticker | dupreeh (Holo, Champion) | Paris 2023",7
0.006,Sticker | dupreeh | Antwerp 2022,156
6.008,Sticker | dupreeh | Atlanta 2017,1
0.08,Sticker | dupreeh | Berlin 2019,2
2.956,Sticker | dupreeh | Boston 2018,1
5.91,Sticker | dupreeh | Cologne 2015,2
6.12,Sticker | dupreeh | Cologne 2016,2
0.43,Sticker | dupreeh | Katowice 2019,6
1.798,Sticker | dupreeh | Krakow 2017,10
5.16,Sticker | dupreeh | MLG Columbus 2016,1
0.006,Sticker | dupreeh | Paris 2023,315
0.029,Sticker | dupreeh | Rio 2022,81
2.234,Sticker | Dust FA (Foil),16
0.05,Sticker | Dycha (Glitter) | Copenhagen 2024,16
0.011,Sticker | Dycha (Glitter) | Paris 2023,64
0.115,Sticker | Dycha (Glitter) | Rio 2022,3
5.3,Sticker | dycha (Gold) | Antwerp 2022,3
4.171,Sticker | Dycha (Gold) | Copenhagen 2024,2
1.24,Sticker | Dycha (Gold) | Paris 2023,7
6.256,Sticker | Dycha (Gold) | Rio 2022,5
0.832,Sticker | dycha (Holo) | Antwerp 2022,27
0.381,Sticker | Dycha (Holo) | Paris 2023,7
2.75,Sticker | Dycha (Holo) | Rio 2022,1
0.01,Sticker | dycha | Antwerp 2022,40
0.006,Sticker | Dycha | Copenhagen 2024,179
0.006,Sticker | Dycha | Paris 2023,658
0.03,Sticker | Dycha | Rio 2022,1
28.2,Sticker | Dystopian Gaze (Lenticular),19
0.03,Sticker | Easy For Ricksaw,66
0.5,Sticker | Easy Peasy,3
0.27,Sticker | Eco Rush,54
3.542,Sticker | Econometer (Lenticular),2
0.099,Sticker | ECSTATIC (Glitter) | Copenhagen 2024,10
3.128,Sticker | ECSTATIC (Gold) | Copenhagen 2024,8
0.87,Sticker | ECSTATIC (Holo) | Copenhagen 2024,9
0.006,Sticker | ECSTATIC | Copenhagen 2024,511
4.692,Sticker | Edward (Foil) | Boston 2018,2
2.5,Sticker | Edward (Foil) | Katowice 2019,2
11.459,Sticker | Edward (Foil) | Krakow 2017,4
10.7,Sticker | Edward (Foil) | London 2018,2
490.0,Sticker | Edward (Gold) | Krakow 2017,2
1042.631,Sticker | Edward (Gold) | London 2018,1
2.492,Sticker | Edward | Boston 2018,2
11.383,Sticker | Edward | Cluj-Napoca 2015,3
8.342,Sticker | Edward | Cologne 2015,4
8.63,Sticker | Edward | Cologne 2016,2
0.337,Sticker | Edward | Katowice 2019,15
11.952,Sticker | Edward | Krakow 2017,2
1.819,Sticker | Edward | London 2018,1
2.607,Sticker | Edward | MLG Columbus 2016,19
19.279,Sticker | ELEAGUE (Foil) | Atlanta 2017,1
9.54,Sticker | ELEAGUE (Holo) | Atlanta 2017,7
2.607,Sticker | ELEAGUE (Holo) | Boston 2018,8
2.08,Sticker | ELEAGUE | Atlanta 2017,8
1.543,Sticker | ELEAGUE | Boston 2018,5
0.78,Sticker | electronic (Foil) | Berlin 2019,9
8.7,Sticker | electronic (Foil) | Boston 2018,2
4.58,Sticker | electronic (Foil) | Katowice 2019,3
6.4,Sticker | electronic (Foil) | London 2018,2
0.05,Sticker | electronic (Glitter) | Antwerp 2022,4
0.608,Sticker | electronic (Glitter) | Copenhagen 2024,19
0.03,Sticker | electronic (Glitter) | Paris 2023,3
21.95,Sticker | electronic (Gold) | Antwerp 2022,2
10.35,Sticker | electronic (Gold) | Berlin 2019,1
121.053,Sticker | electronic (Gold) | Katowice 2019,1
7.47,Sticker | electronic (Gold) | Paris 2023,1
5.5,Sticker | electronic (Gold) | Rio 2022,2
3.685,Sticker | electroNic (Gold) | Stockholm 2021,8
3.413,Sticker | electronic (Holo) | Antwerp 2022,2
0.86,Sticker | electronic (Holo) | Paris 2023,9
7.21,Sticker | electronic (Holo) | Rio 2022,2
0.11,Sticker | electroNic (Holo) | Stockholm 2021,28
0.009,Sticker | electronic | Antwerp 2022,127
23.323,Sticker | electronic | Atlanta 2017,1
0.063,Sticker | electronic | Berlin 2019,5
1.97,Sticker | electronic | Boston 2018,1
0.057,Sticker | electronic | Copenhagen 2024,11
0.641,Sticker | electronic | Katowice 2019,5
6.037,Sticker | electronic | Krakow 2017,3
0.56,Sticker | electronic | London 2018,1
0.007,Sticker | electronic | Paris 2023,116
0.03,Sticker | electronic | Rio 2022,9
0.01,Sticker | electroNic | Stockholm 2021,398
0.799,Sticker | EliGE (Foil) | Berlin 2019,9
9.939,Sticker | EliGE (Foil) | Katowice 2019,2
25.264,Sticker | EliGE (Foil) | London 2018,1
0.09,Sticker | EliGE (Glitter) | Antwerp 2022,2
0.219,Sticker | EliGE (Glitter) | Copenhagen 2024,7
0.02,Sticker | EliGE (Glitter) | Paris 2023,39
0.09,Sticker | EliGE (Glitter) | Rio 2022,30
10.92,Sticker | EliGE (Gold) | Antwerp 2022,2
3.95,Sticker | EliGE (Gold) | Copenhagen 2024,3
63.816,Sticker | EliGE (Gold) | Katowice 2019,1
3.99,Sticker | EliGE (Gold) | Paris 2023,6
8.068,Sticker | EliGE (Holo) | Antwerp 2022,4
0.596,Sticker | EliGE (Holo) | Copenhagen 2024,6
0.43,Sticker | EliGE (Holo) | Paris 2023,5
1.129,Sticker | EliGE (Holo) | Rio 2022,3
0.02,Sticker | EliGE | Antwerp 2022,8
0.1,Sticker | EliGE | Berlin 2019,15
4.04,Sticker | EliGE | Cologne 2016,1
0.006,Sticker | EliGE | Copenhagen 2024,616
1.13,Sticker | EliGE | Katowice 2019,3
3.33,Sticker | EliGE | London 2018,1
5.43,Sticker | EliGE | MLG Columbus 2016,2
0.006,Sticker | EliGE | Paris 2023,1196
0.089,Sticker | EliGE | Rio 2022,6
15.185,Sticker | emagine | Cologne 2015,1
0.01,Sticker | EmiliaQAQ | Copenhagen 2024,34
8.07,Sticker | Emperor (Foil),3
1.46,Sticker | ENCE (Foil) | Berlin 2019,4
40.0,Sticker | ENCE (Foil) | Katowice 2019,8
1.02,Sticker | ENCE (Foil) | Stockholm 2021,21
0.378,Sticker | ENCE (Glitter) | Antwerp 2022,3
0.032,Sticker | ENCE (Glitter) | Copenhagen 2024,416
0.006,Sticker | ENCE (Glitter) | Paris 2023,100
0.105,Sticker | ENCE (Glitter) | Rio 2022,7
2.45,Sticker | ENCE (Gold) | Antwerp 2022,3
1.46,Sticker | ENCE (Gold) | Copenhagen 2024,1
0.62,Sticker | ENCE (Gold) | Paris 2023,34
2.607,Sticker | ENCE (Gold) | Rio 2022,9
0.36,Sticker | ENCE (Holo) | Antwerp 2022,4
0.24,Sticker | ENCE (Holo) | Berlin 2019,30
2.04,Sticker | ENCE (Holo) | Copenhagen 2024,2
1.429,Sticker | ENCE (Holo) | Katowice 2019,23
0.127,Sticker | ENCE (Holo) | Paris 2023,84
0.826,Sticker | ENCE (Holo) | Rio 2022,6
0.76,Sticker | ENCE (Holo) | Stockholm 2021,13
0.01,Sticker | ENCE | Antwerp 2022,92
0.246,Sticker | ENCE | Berlin 2019,65
0.006,Sticker | ENCE | Copenhagen 2024,257
0.39,Sticker | ENCE | Katowice 2019,62
0.006,Sticker | ENCE | Paris 2023,5785
0.01,Sticker | ENCE | Rio 2022,26
0.033,Sticker | ENCE | Stockholm 2021,156
0.11,Sticker | Endless Cycle,20
0.119,Sticker | Enemy Spotted,155
0.704,Sticker | Enemy Spotted (Holo),25
11.985,Sticker | Entropiq (Foil) | Stockholm 2021,11
6.9,Sticker | Entropiq (Gold) | Stockholm 2021,4
7.22,Sticker | Entropiq (Holo) | Stockholm 2021,31
0.205,Sticker | Entropiq | Stockholm 2021,41
0.266,Sticker | Entry Fragger,21
57.9,Sticker | Epsilon eSports (Holo) | Cologne 2014,4
8.02,Sticker | Epsilon eSports | Cologne 2014,6
